,uri,name,labels
4619,http://www.wikidata.org/entity/Q2469336,Gedde Watanabe,Person|Actor
4620,http://www.wikidata.org/entity/Q2556703,Amy Aquino,Person|Actor
4621,http://www.wikidata.org/entity/Q2820073,Aaron Lustig,Person|Actor
4622,http://www.wikidata.org/entity/Q2903749,Billy Wirth,Person|Actor
4623,http://www.wikidata.org/entity/Q4328437,Niecy Nash,Person|Actor
4624,http://www.wikidata.org/entity/Q22918910,Stephen Gevedon,Person|Actor
4625,http://www.wikidata.org/entity/Q711415,Herbert Ross,Person|Director
4626,http://www.wikidata.org/entity/Q162492,Colin Firth,Person|Actor
4627,http://www.wikidata.org/entity/Q232419,Saffron Burrows,Person|Actor
4628,http://www.wikidata.org/entity/Q358032,Aidan Gillen,Person|Actor
4629,http://www.wikidata.org/entity/Q1106742,Pat O'Connor,Person|Director
4630,http://www.wikidata.org/entity/Q34012,Marlon Brando,Person|Actor
4631,http://www.wikidata.org/entity/Q582019,Bob Dishy,Person|Actor
4632,http://www.wikidata.org/entity/Q1440722,Franc Luz,Person|Actor
4633,http://www.wikidata.org/entity/Q1566203,Marita Geraghty,Person|Actor
4634,http://www.wikidata.org/entity/Q3530789,Tom Mardirosian,Person|Actor
4635,http://www.wikidata.org/entity/Q3808518,Jo Champa,Person|Actor
4636,http://www.wikidata.org/entity/Q16239129,Trevor Long,Person|Actor
4637,http://www.wikidata.org/entity/Q355163,Bruce Davison,Person|Actor
4638,http://www.wikidata.org/entity/Q960721,Jeremy Howard,Person|Actor
4639,http://www.wikidata.org/entity/Q130034,Peter Horton,Person|Actor
4640,http://www.wikidata.org/entity/Q452288,Jeffrey Combs,Person|Actor
4641,http://www.wikidata.org/entity/Q1558748,Massimo Sarchielli,Person|Actor
4642,http://www.wikidata.org/entity/Q1346651,Stuart Gordon,Person|Director|Actor
4643,http://www.wikidata.org/entity/Q1140895,Jeff Anderson,Person|Actor
4644,http://www.wikidata.org/entity/Q2681188,Noelle Parker,Person|Actor
4645,http://www.wikidata.org/entity/Q103784,Donald Sutherland,Person|Actor
4646,http://www.wikidata.org/entity/Q276468,Jacqueline Kim,Person|Actor
4647,http://www.wikidata.org/entity/Q462343,Rosemary Forsyth,Person|Actor
4648,http://www.wikidata.org/entity/Q726128,Dylan Baker,Person|Actor
4649,http://www.wikidata.org/entity/Q867701,Allan Rich,Person|Actor
4650,http://www.wikidata.org/entity/Q1396070,Suzie Plakson,Person|Actor
4651,http://www.wikidata.org/entity/Q7026155,Nicholas Sadler,Person|Actor
4652,http://www.wikidata.org/entity/Q24024859,Anneliza Scott,Person|Actor
4653,http://www.wikidata.org/entity/Q269692,Barry Levinson,Person|Director|Actor
4654,http://www.wikidata.org/entity/Q1032023,Stuart Wilson,Person|Actor
4655,http://www.wikidata.org/entity/Q51552,Roman Polanski,Person|Director|Actor
4656,http://www.wikidata.org/entity/Q233042,Nancy Travis,Person|Actor
4657,http://www.wikidata.org/entity/Q362332,David Cross,Person|Actor
4658,http://www.wikidata.org/entity/Q369424,Bobcat Goldthwait,Person|Director|Actor
4659,http://www.wikidata.org/entity/Q932204,Allen Garfield,Person|Actor
4660,http://www.wikidata.org/entity/Q1366460,Tracey Walter,Person|Actor
4661,http://www.wikidata.org/entity/Q3242408,Lisa Jane Persky,Person|Actor
4662,http://www.wikidata.org/entity/Q195396,Freddie Jones,Person|Actor
4663,http://www.wikidata.org/entity/Q272868,Julie Cox,Person|Actor
4664,http://www.wikidata.org/entity/Q433692,Nicole Ari Parker,Person|Actor
4665,http://www.wikidata.org/entity/Q1351454,William Hootkins,Person|Actor
4666,http://www.wikidata.org/entity/Q1919641,Melody Kay,Person|Actor
4667,http://www.wikidata.org/entity/Q2008341,Moya Brady,Person|Actor
4668,http://www.wikidata.org/entity/Q3195759,Kevin McNulty,Person|Actor
4669,http://www.wikidata.org/entity/Q3273931,Mac McDonald,Person|Actor
4670,http://www.wikidata.org/entity/Q5233750,David Forman,Person|Actor
4671,http://www.wikidata.org/entity/Q5525531,Gary Martin,Person|Actor
4672,http://www.wikidata.org/entity/Q7831220,Tracey Ellis,Person|Actor
4673,http://www.wikidata.org/entity/Q16233699,Jesse Camacho,Person|Actor
4674,http://www.wikidata.org/entity/Q933856,Peter MacDonald,Person|Director|Actor
4675,http://www.wikidata.org/entity/Q53680,Jeff Daniels,Person|Actor
4676,http://www.wikidata.org/entity/Q189438,Zen Gesner,Person|Actor
4677,http://www.wikidata.org/entity/Q233873,Teri Garr,Person|Actor
4678,http://www.wikidata.org/entity/Q449822,Lin Shaye,Person|Actor
4679,http://www.wikidata.org/entity/Q469745,Victoria Rowell,Person|Actor
4680,http://www.wikidata.org/entity/Q761697,Connie Sawyer,Person|Actor
4681,http://www.wikidata.org/entity/Q1027913,Cam Neely,Person|Actor
4682,http://www.wikidata.org/entity/Q1381432,Felton Perry,Person|Actor
4683,http://www.wikidata.org/entity/Q3434215,Rob Moran,Person|Actor
4684,http://www.wikidata.org/entity/Q4955163,Brady Bluhm,Person|Actor
4685,http://www.wikidata.org/entity/Q6369611,Karen Duffy,Person|Actor
4686,http://www.wikidata.org/entity/Q888535,Bobby Farrelly,Person|Director
4687,http://www.wikidata.org/entity/Q1368300,Peter Farrelly,Person|Director
4688,http://www.wikidata.org/entity/Q234212,Sarah Polley,Person|Director|Actor
4689,http://www.wikidata.org/entity/Q342788,Bruce Greenwood,Person|Actor
4690,http://www.wikidata.org/entity/Q465998,Arsinée Khanjian,Person|Actor
4691,http://www.wikidata.org/entity/Q212167,Atom Egoyan,Person|Director|Actor
4692,http://www.wikidata.org/entity/Q292693,Sylvia Chang,Person|Actor
4693,http://www.wikidata.org/entity/Q716792,Sihung Lung,Person|Actor
4694,http://www.wikidata.org/entity/Q228925,Dana Delany,Person|Actor
4695,http://www.wikidata.org/entity/Q233536,Laura Harring,Person|Actor
4696,http://www.wikidata.org/entity/Q256531,Iman,Person|Actor
4697,http://www.wikidata.org/entity/Q286642,John Schneider,Person|Actor
4698,http://www.wikidata.org/entity/Q313433,Héctor Elizondo,Person|Actor
4699,http://www.wikidata.org/entity/Q315087,Garry Marshall,Person|Director|Actor
4700,http://www.wikidata.org/entity/Q325406,Paul Mercurio,Person|Actor
4701,http://www.wikidata.org/entity/Q331717,James Patrick Stuart,Person|Actor
4702,http://www.wikidata.org/entity/Q470112,Stephanie Niznik,Person|Actor
4703,http://www.wikidata.org/entity/Q1563376,Lynda Goodfriend,Person|Actor
4704,http://www.wikidata.org/entity/Q1962798,Tom Mason,Person|Actor
4705,http://www.wikidata.org/entity/Q2081108,Frank Campanella,Person|Actor
4706,http://www.wikidata.org/entity/Q7436770,Scott Marshall,Person|Actor
4707,http://www.wikidata.org/entity/Q43697,Jean Reno,Person|Actor
4708,http://www.wikidata.org/entity/Q89103,Suzan Anbeh,Person|Actor
4709,http://www.wikidata.org/entity/Q105817,Kevin Kline,Person|Actor
4710,http://www.wikidata.org/entity/Q348885,Adam Brooks,Person|Director|Actor
4711,http://www.wikidata.org/entity/Q600051,François Cluzet,Person|Actor
4712,http://www.wikidata.org/entity/Q1616959,Michael Riley,Person|Actor
4713,http://www.wikidata.org/entity/Q2980691,Clément Sibony,Person|Actor
4714,http://www.wikidata.org/entity/Q3587868,Élisabeth Commelin,Person|Actor
4715,http://www.wikidata.org/entity/Q8303469,Laurent Spielvogel,Person|Actor
4716,http://www.wikidata.org/entity/Q240872,Lawrence Kasdan,Person|Director|Actor
4717,http://www.wikidata.org/entity/Q29250,Bill Murray,Person|Director|Actor
4718,http://www.wikidata.org/entity/Q241692,Juliet Landau,Person|Actor
4719,http://www.wikidata.org/entity/Q242015,Lisa Marie,Person|Actor
4720,http://www.wikidata.org/entity/Q242763,Melora Walters,Person|Actor
4721,http://www.wikidata.org/entity/Q368913,Max Casella,Person|Actor
4722,http://www.wikidata.org/entity/Q377662,Jeffrey Jones,Person|Actor
4723,http://www.wikidata.org/entity/Q847124,Maurice LaMarche,Person|Actor
4724,http://www.wikidata.org/entity/Q979428,Norman Alden,Person|Actor
4725,http://www.wikidata.org/entity/Q1139190,Ned Bellamy,Person|Actor
4726,http://www.wikidata.org/entity/Q2861602,Arlene Tai,Person|Actor
4727,http://www.wikidata.org/entity/Q3116392,Gregory Walcott,Person|Actor
4728,http://www.wikidata.org/entity/Q4961428,Brent Hinkley,Person|Actor
4729,http://www.wikidata.org/entity/Q56008,Tim Burton,Person|Director|Actor
4730,http://www.wikidata.org/entity/Q51566,Spike Lee,Person|Director|Actor
4731,http://www.wikidata.org/entity/Q186485,Billy Crystal,Person|Director|Actor
4732,http://www.wikidata.org/entity/Q228893,Julie Kavner,Person|Actor
4733,http://www.wikidata.org/entity/Q229009,Debra Winger,Person|Actor
4734,http://www.wikidata.org/entity/Q979778,Richard Masur,Person|Actor
4735,http://www.wikidata.org/entity/Q242552,Grace Zabriskie,Person|Actor
4736,http://www.wikidata.org/entity/Q267243,Melanie Mayron,Person|Director|Actor
4737,http://www.wikidata.org/entity/Q313712,Corin Nemec,Person|Actor
4738,http://www.wikidata.org/entity/Q346965,Mickey Jones,Person|Actor
4739,http://www.wikidata.org/entity/Q541428,Yancy Butler,Person|Actor
4740,http://www.wikidata.org/entity/Q1349215,Malcolm-Jamal Warner,Person|Actor
4741,http://www.wikidata.org/entity/Q1378361,Kyle Secor,Person|Actor
4742,http://www.wikidata.org/entity/Q1680304,Sam Hennings,Person|Actor
4743,http://www.wikidata.org/entity/Q1872950,Luca Bercovici,Person|Actor
4744,http://www.wikidata.org/entity/Q233054,Mimi Rogers,Person|Actor
4745,http://www.wikidata.org/entity/Q1405474,Phillip Borsos,Person|Actor
4746,http://www.wikidata.org/entity/Q235754,Kellie Martin,Person|Actor
4747,http://www.wikidata.org/entity/Q311987,Rob Paulsen,Person|Actor
4748,http://www.wikidata.org/entity/Q550395,Joey Lawrence,Person|Actor
4749,http://www.wikidata.org/entity/Q1264306,Pat Carroll,Person|Actor
4750,http://www.wikidata.org/entity/Q1364909,Bill Farmer,Person|Actor
4751,http://www.wikidata.org/entity/Q2336709,Kevin Lima,Person|Director|Actor
4752,http://www.wikidata.org/entity/Q2451247,Pat Buttram,Person|Actor
4753,http://www.wikidata.org/entity/Q3179371,Jo Anne Worley,Person|Actor
4754,http://www.wikidata.org/entity/Q5460786,Florence Stanley,Person|Actor
4755,http://www.wikidata.org/entity/Q62845,Jeroen Krabbé,Person|Actor
4756,http://www.wikidata.org/entity/Q543898,Marianne Basler,Person|Actor
4757,http://www.wikidata.org/entity/Q970863,Omero Antonutti,Person|Actor
4758,http://www.wikidata.org/entity/Q2307628,Max Pomeranc,Person|Actor
4759,http://www.wikidata.org/entity/Q2544573,Dal McKennon,Person|Actor
4760,http://www.wikidata.org/entity/Q2347045,Steve James,Person|Director|Actor
4761,http://www.wikidata.org/entity/Q261639,Lori Petty,Person|Actor
4762,http://www.wikidata.org/entity/Q344973,Michael Ironside,Person|Actor
4763,http://www.wikidata.org/entity/Q372497,Bernie Casey,Person|Actor
4764,http://www.wikidata.org/entity/Q528038,Victoria Dillard,Person|Actor
4765,http://www.wikidata.org/entity/Q932647,Richard Anderson,Person|Actor
4766,http://www.wikidata.org/entity/Q940699,Michael Boatman,Person|Actor
4767,http://www.wikidata.org/entity/Q1873468,Wanda De Jesus,Person|Actor
4768,http://www.wikidata.org/entity/Q2610657,Erich Anderson,Person|Actor
4769,http://www.wikidata.org/entity/Q2656125,Linden Chiles,Person|Actor
4770,http://www.wikidata.org/entity/Q6194991,Jim Fitzpatrick,Person|Actor
4771,http://www.wikidata.org/entity/Q7659422,Sy Richardson,Person|Actor
4772,http://www.wikidata.org/entity/Q23932052,James Ingersoll,Person|Actor
4773,http://www.wikidata.org/entity/Q4465,Peter Jackson,Person|Director|Actor
4774,http://www.wikidata.org/entity/Q235905,Melanie Lynskey,Person|Actor
4775,http://www.wikidata.org/entity/Q925680,Jed Brophy,Person|Actor
4776,http://www.wikidata.org/entity/Q1247700,Clive Merrison,Person|Actor
4777,http://www.wikidata.org/entity/Q5363234,Elizabeth Moody,Person|Actor
4778,http://www.wikidata.org/entity/Q321990,Mason Adams,Person|Actor
4779,http://www.wikidata.org/entity/Q366834,Phil Hartman,Person|Actor
4780,http://www.wikidata.org/entity/Q434636,Kim Greist,Person|Actor
4781,http://www.wikidata.org/entity/Q558324,Sinbad,Person|Actor
4782,http://www.wikidata.org/entity/Q951335,Ron Glass,Person|Actor
4783,http://www.wikidata.org/entity/Q3195822,Kevin West,Person|Actor
4784,http://www.wikidata.org/entity/Q3196773,Kim Murphy,Person|Actor
4785,http://www.wikidata.org/entity/Q3531810,Tony Longo,Person|Actor
4786,http://www.wikidata.org/entity/Q612365,Randall Miller,Person|Director|Actor
4787,http://www.wikidata.org/entity/Q529132,Judy Parfitt,Person|Actor
4788,http://www.wikidata.org/entity/Q544465,Kathy Bates,Person|Actor
4789,http://www.wikidata.org/entity/Q545573,Taylor Hackford,Person|Director
4790,http://www.wikidata.org/entity/Q71839,Marco Hofschneider,Person|Actor
4791,http://www.wikidata.org/entity/Q203840,Isabella Rossellini,Person|Actor
4792,http://www.wikidata.org/entity/Q323074,Bernard Rose,Person|Director|Actor
4793,http://www.wikidata.org/entity/Q324068,Marek Vašut,Person|Actor
4794,http://www.wikidata.org/entity/Q447176,Johanna ter Steege,Person|Actor
4795,http://www.wikidata.org/entity/Q734221,Barry Humphries,Person|Actor
4796,http://www.wikidata.org/entity/Q1502443,Geno Lechner,Person|Actor
4797,http://www.wikidata.org/entity/Q3296885,Pavel Vondruška,Person|Actor
4798,http://www.wikidata.org/entity/Q3512846,Tomáš Hanák,Person|Actor
4799,http://www.wikidata.org/entity/Q3942185,Ruby Rose,Person|Actor
4800,http://www.wikidata.org/entity/Q5112369,Christopher Fulford,Person|Actor
4801,http://www.wikidata.org/entity/Q5550023,Gerard Horan,Person|Actor
4802,http://www.wikidata.org/entity/Q6829578,Michael Culkin,Person|Actor
4803,http://www.wikidata.org/entity/Q7416793,Sandra Voe,Person|Actor
4804,http://www.wikidata.org/entity/Q530957,John Lone,Person|Actor
4805,http://www.wikidata.org/entity/Q936061,James Saito,Person|Actor
4806,http://www.wikidata.org/entity/Q1190336,Mari Natsuki,Person|Actor
4807,http://www.wikidata.org/entity/Q183141,Peter Berg,Person|Director|Actor
4808,http://www.wikidata.org/entity/Q257217,Anne Meara,Person|Actor
4809,http://www.wikidata.org/entity/Q316857,Jerry Stiller,Person|Actor
4810,http://www.wikidata.org/entity/Q325396,Judd Apatow,Person|Director|Actor
4811,http://www.wikidata.org/entity/Q454272,Aubrey Dollar,Person|Actor
4812,http://www.wikidata.org/entity/Q552900,Kenan Thompson,Person|Actor
4813,http://www.wikidata.org/entity/Q2031292,Paul Feig,Person|Director|Actor
4814,http://www.wikidata.org/entity/Q3218836,Lauren Michelle Hill,Person|Actor
4815,http://www.wikidata.org/entity/Q3481587,Shaun Weiss,Person|Actor
4816,http://www.wikidata.org/entity/Q4662413,Aaron Schwartz,Person|Actor
4817,http://www.wikidata.org/entity/Q345259,Steven Brill,Person|Director|Actor
4818,http://www.wikidata.org/entity/Q107249,Tony Shalhoub,Person|Actor
4819,http://www.wikidata.org/entity/Q192912,Stephen Fry,Person|Actor
4820,http://www.wikidata.org/entity/Q454647,Alice Playten,Person|Actor
4821,http://www.wikidata.org/entity/Q740511,Greg Germann,Person|Actor
4822,http://www.wikidata.org/entity/Q1388109,Gene Saks,Person|Director|Actor
4823,http://www.wikidata.org/entity/Q1406202,Joseph Maher,Person|Actor
4824,http://www.wikidata.org/entity/Q1871315,Lou Jacobi,Person|Actor
4825,http://www.wikidata.org/entity/Q1881244,Keene Curtis,Person|Actor
4826,http://www.wikidata.org/entity/Q3129613,Helen Hanft,Person|Actor
4827,http://www.wikidata.org/entity/Q703727,Fred Schepisi,Person|Director
4828,http://www.wikidata.org/entity/Q37079,Tom Cruise,Person|Actor
4829,http://www.wikidata.org/entity/Q231310,Helen McCrory,Person|Actor
4830,http://www.wikidata.org/entity/Q259816,Susan Lynch,Person|Actor
4831,http://www.wikidata.org/entity/Q313042,Stephen Rea,Person|Actor
4832,http://www.wikidata.org/entity/Q606248,Marcel Iureș,Person|Actor
4833,http://www.wikidata.org/entity/Q1807890,Laure Marsac,Person|Actor
4834,http://www.wikidata.org/entity/Q2846752,Andrew Tiernan,Person|Actor
4835,http://www.wikidata.org/entity/Q3182044,John McConnell,Person|Actor
4836,http://www.wikidata.org/entity/Q55428,Neil Jordan,Person|Director
4837,http://www.wikidata.org/entity/Q40048,Isaiah Washington,Person|Actor
4838,http://www.wikidata.org/entity/Q119676,Mekhi Phifer,Person|Actor
4839,http://www.wikidata.org/entity/Q438014,Regina Taylor,Person|Actor
4840,http://www.wikidata.org/entity/Q608709,Harry Lennix,Person|Actor
4841,http://www.wikidata.org/entity/Q704742,Sticky Fingaz,Person|Actor
4842,http://www.wikidata.org/entity/Q710766,Arthur J. Nascarella,Person|Actor
4843,http://www.wikidata.org/entity/Q1394940,Paul Schulze,Person|Actor
4844,http://www.wikidata.org/entity/Q5478651,Frances Foster,Person|Actor
4845,http://www.wikidata.org/entity/Q2685,Arnold Schwarzenegger,Person|Actor
4846,http://www.wikidata.org/entity/Q212532,Lawrence Tierney,Person|Actor
4847,http://www.wikidata.org/entity/Q271050,Anna Gunn,Person|Actor
4848,http://www.wikidata.org/entity/Q271763,Pamela Reed,Person|Actor
4849,http://www.wikidata.org/entity/Q726154,James Eckhouse,Person|Actor
4850,http://www.wikidata.org/entity/Q1635113,Kathleen Chalfant,Person|Actor
4851,http://www.wikidata.org/entity/Q2336388,Stefan Gierasch,Person|Actor
4852,http://www.wikidata.org/entity/Q3020642,Dean Jacobson,Person|Actor
4853,http://www.wikidata.org/entity/Q380272,Ivan Reitman,Person|Director|Actor
4854,http://www.wikidata.org/entity/Q170574,Helen Hunt,Person|Actor
4855,http://www.wikidata.org/entity/Q310315,Ving Rhames,Person|Actor
4856,http://www.wikidata.org/entity/Q4212,Ned Beatty,Person|Actor
4857,http://www.wikidata.org/entity/Q234360,Ruby Dee,Person|Actor
4858,http://www.wikidata.org/entity/Q239301,Hope Lange,Person|Actor
4859,http://www.wikidata.org/entity/Q363684,Chris Sarandon,Person|Actor
4860,http://www.wikidata.org/entity/Q443004,Liz Torres,Person|Actor
4861,http://www.wikidata.org/entity/Q449580,Lynne Thigpen,Person|Actor
4862,http://www.wikidata.org/entity/Q525304,Blair Underwood,Person|Actor
4863,http://www.wikidata.org/entity/Q537228,Taral Hicks,Person|Actor
4864,http://www.wikidata.org/entity/Q963765,Daniel J. Travanti,Person|Actor
4865,http://www.wikidata.org/entity/Q108941,Carrie Fisher,Person|Actor
4866,http://www.wikidata.org/entity/Q128379,David Prowse,Person|Actor
4867,http://www.wikidata.org/entity/Q210447,Mark Hamill,Person|Actor
4868,http://www.wikidata.org/entity/Q309589,Peter Cushing,Person|Actor
4869,http://www.wikidata.org/entity/Q325398,Phil Brown,Person|Actor
4870,http://www.wikidata.org/entity/Q367085,Richard LeParmentier,Person|Actor
4871,http://www.wikidata.org/entity/Q441685,Anthony Daniels,Person|Actor
4872,http://www.wikidata.org/entity/Q454081,Kenny Baker,Person|Actor
4873,http://www.wikidata.org/entity/Q512456,Shelagh Fraser,Person|Actor
4874,http://www.wikidata.org/entity/Q560552,Peter Mayhew,Person|Actor
4875,http://www.wikidata.org/entity/Q674451,Shane Rimmer,Person|Actor
4876,http://www.wikidata.org/entity/Q1187504,Denis Lawson,Person|Actor
4877,http://www.wikidata.org/entity/Q1282707,Eddie Byrne,Person|Actor
4878,http://www.wikidata.org/entity/Q3157294,Jack Purvis,Person|Actor
4879,http://www.wikidata.org/entity/Q5523981,Garrick Hagon,Person|Actor
4880,http://www.wikidata.org/entity/Q7342955,Robert Clarke,Person|Actor
4881,http://www.wikidata.org/entity/Q38222,George Lucas,Person|Director|Actor
4882,http://www.wikidata.org/entity/Q4547,Daniel Craig,Person|Actor
4883,http://www.wikidata.org/entity/Q256884,Thomas Ian Nicholas,Person|Actor
4884,http://www.wikidata.org/entity/Q366910,Ron Moody,Person|Actor
4885,http://www.wikidata.org/entity/Q434033,Paloma Baeza,Person|Actor
4886,http://www.wikidata.org/entity/Q471879,Joss Ackland,Person|Actor
4887,http://www.wikidata.org/entity/Q705644,Art Malik,Person|Actor
4888,http://www.wikidata.org/entity/Q6830697,Michael Gottlieb,Person|Director
4889,http://www.wikidata.org/entity/Q387072,Camilla Belle,Person|Actor
4890,http://www.wikidata.org/entity/Q468811,Eleanor Bron,Person|Actor
4891,http://www.wikidata.org/entity/Q470083,Liesel Pritzker Simmons,Person|Actor
4892,http://www.wikidata.org/entity/Q1321199,Vanessa Lee Chester,Person|Actor
4893,http://www.wikidata.org/entity/Q2865227,Arthur Malet,Person|Actor
4894,http://www.wikidata.org/entity/Q3033995,Taylor Fry,Person|Actor
4895,http://www.wikidata.org/entity/Q28028,Alfonso Cuarón,Person|Director|Actor
4896,http://www.wikidata.org/entity/Q55238,Ken Loach,Person|Director
4897,http://www.wikidata.org/entity/Q106458,Emmanuelle Béart,Person|Actor
4898,http://www.wikidata.org/entity/Q319527,Jean-Pierre Cassel,Person|Actor
4899,http://www.wikidata.org/entity/Q187545,Tantoo Cardinal,Person|Actor
4900,http://www.wikidata.org/entity/Q234509,Karina Lombard,Person|Actor
4901,http://www.wikidata.org/entity/Q238117,Christina Pickles,Person|Actor
4902,http://www.wikidata.org/entity/Q506198,Henry Thomas,Person|Actor
4903,http://www.wikidata.org/entity/Q715606,Nigel Bennett,Person|Actor
4904,http://www.wikidata.org/entity/Q4275734,Keegan MacIntosh,Person|Actor
4905,http://www.wikidata.org/entity/Q7351191,Robert Wisden,Person|Actor
4906,http://www.wikidata.org/entity/Q1071567,Cat's Eye,Movie
4907,http://www.wikidata.org/entity/Q16403,Monty Python's And Now for Something Completely Different,Movie
4908,http://www.wikidata.org/entity/Q1158528,Damien: Omen II,Movie
4909,http://www.wikidata.org/entity/Q497256,Airplane!,Movie
4910,http://www.wikidata.org/entity/Q502303,Airplane II: The Sequel,Movie
4911,http://www.wikidata.org/entity/Q467283,An American Werewolf in Paris,Movie
4912,http://www.wikidata.org/entity/Q1538224,European Vacation,Movie
4913,http://www.wikidata.org/entity/Q1219310,National Lampoon's Vacation,Movie
4914,http://www.wikidata.org/entity/Q1474737,Funny Farm,Movie
4915,http://www.wikidata.org/entity/Q858467,Big,Movie
4916,http://www.wikidata.org/entity/Q2075493,Problem Child,Movie
4917,http://www.wikidata.org/entity/Q1305117,Problem Child 2,Movie
4918,http://www.wikidata.org/entity/Q1423568,Tequila Sunrise,Movie
4919,http://www.wikidata.org/entity/Q728404,The Pelican Brief,Movie
4920,http://www.wikidata.org/entity/Q556933,A Christmas Story,Movie
4921,http://www.wikidata.org/entity/Q1756554,Mickey Blue Eyes,Movie
4922,http://www.wikidata.org/entity/Q1541608,Teaching Mrs. Tingle,Movie
4923,http://www.wikidata.org/entity/Q225958,Universal Soldier: The Return,Movie
4924,http://www.wikidata.org/entity/Q640547,Universal Soldier,Movie
4925,http://www.wikidata.org/entity/Q1205051,Perfect Blue,Movie
4926,http://www.wikidata.org/entity/Q39956,Iron Eagle,Movie
4927,http://www.wikidata.org/entity/Q39960,Iron Eagle II,Movie
4928,http://www.wikidata.org/entity/Q39969,Aces: Iron Eagle III,Movie
4929,http://www.wikidata.org/entity/Q1199649,Iron Eagle IV,Movie
4930,http://www.wikidata.org/entity/Q458033,Three Days of the Condor,Movie
4931,http://www.wikidata.org/entity/Q1632217,Medicine Man,Movie
4932,http://www.wikidata.org/entity/Q748030,The 13th Warrior,Movie
4933,http://www.wikidata.org/entity/Q785072,The Astronaut's Wife,Movie
4934,http://www.wikidata.org/entity/Q203778,The Muse,Movie
4935,http://www.wikidata.org/entity/Q731261,Outside Providence,Movie
4936,http://www.wikidata.org/entity/Q1457030,Stigmata,Movie
4937,http://www.wikidata.org/entity/Q975358,Stir of Echoes,Movie
4938,http://www.wikidata.org/entity/Q159808,"Black Cat, White Cat",Movie
4939,http://www.wikidata.org/entity/Q625309,The Minus Man,Movie
4940,http://www.wikidata.org/entity/Q1932371,The Adventures of Milo and Otis,Movie
4941,http://www.wikidata.org/entity/Q1131791,Yellow Submarine,Movie
4942,http://www.wikidata.org/entity/Q25139,American Beauty,Movie
4943,http://www.wikidata.org/entity/Q2351784,Stop Making Sense,Movie
4944,http://www.wikidata.org/entity/Q1192922,Blue Streak,Movie
4945,http://www.wikidata.org/entity/Q777591,For Love of the Game,Movie
4946,http://www.wikidata.org/entity/Q913311,A Hard Day's Night,Movie
4947,http://www.wikidata.org/entity/Q1211819,The Buddy Holly Story,Movie
4948,http://www.wikidata.org/entity/Q371456,Fright Night,Movie
4949,http://www.wikidata.org/entity/Q367610,Barefoot in the Park,Movie
4950,http://www.wikidata.org/entity/Q814778,Deliverance,Movie
4951,http://www.wikidata.org/entity/Q206461,Excalibur,Movie
4952,http://www.wikidata.org/entity/Q1298926,The Pajama Game,Movie
4953,http://www.wikidata.org/entity/Q918901,Sommersby,Movie
4954,http://www.wikidata.org/entity/Q1419797,Tommy,Movie
4955,http://www.wikidata.org/entity/Q1549966,Armour of God II: Operation Condor,Movie
4956,http://www.wikidata.org/entity/Q1199513,Armour of God,Movie
4957,http://www.wikidata.org/entity/Q73651,Double Jeopardy,Movie
4958,http://www.wikidata.org/entity/Q240894,Jakob the Liar,Movie
4959,http://www.wikidata.org/entity/Q137595,Mumford,Movie
4960,http://www.wikidata.org/entity/Q774735,Drive Me Crazy,Movie
4961,http://www.wikidata.org/entity/Q1956926,"Mystery, Alaska",Movie
4962,http://www.wikidata.org/entity/Q1357016,Three Kings,Movie
4963,http://www.wikidata.org/entity/Q783122,"Happy, Texas",Movie
4964,http://www.wikidata.org/entity/Q246418,Gulliver's Travels,Movie
4965,http://www.wikidata.org/entity/Q612740,Phantasm,Movie
4966,http://www.wikidata.org/entity/Q1475321,Psycho II,Movie
4967,http://www.wikidata.org/entity/Q575014,Sanjuro,Movie
4968,http://www.wikidata.org/entity/Q278550,Random Hearts,Movie
4969,http://www.wikidata.org/entity/Q2564319,Superstar,Movie
4970,http://www.wikidata.org/entity/Q465646,Boys Don't Cry,Movie
4971,http://www.wikidata.org/entity/Q1382199,The Limey,Movie
4972,http://www.wikidata.org/entity/Q1325589,Risky Business,Movie
4973,http://www.wikidata.org/entity/Q222018,Total Recall,Movie
4974,http://www.wikidata.org/entity/Q472096,Body Heat,Movie
4975,http://www.wikidata.org/entity/Q498906,Ferris Bueller's Day Off,Movie
4976,http://www.wikidata.org/entity/Q505148,The Year of Living Dangerously,Movie
4977,http://www.wikidata.org/entity/Q906705,High Plains Drifter,Movie
4978,http://www.wikidata.org/entity/Q1427026,Hang 'Em High,Movie
4979,http://www.wikidata.org/entity/Q838514,Drunken Master,Movie
4980,http://www.wikidata.org/entity/Q1198812,The Conformist,Movie
4981,http://www.wikidata.org/entity/Q1528825,Hairspray,Movie
4982,http://www.wikidata.org/entity/Q615979,Time of the Gypsies,Movie
4983,http://www.wikidata.org/entity/Q670378,Days of Heaven,Movie
4984,http://www.wikidata.org/entity/Q1212344,The Lady Eve,Movie
4985,http://www.wikidata.org/entity/Q1065711,Sullivan's Travels,Movie
4986,http://www.wikidata.org/entity/Q391515,The Palm Beach Story,Movie
4987,http://www.wikidata.org/entity/Q382307,Gilda,Movie
4988,http://www.wikidata.org/entity/Q2610975,South Pacific,Movie
4989,http://www.wikidata.org/entity/Q611043,Flashdance,Movie
4990,http://www.wikidata.org/entity/Q1130644,Indochine,Movie
4991,http://www.wikidata.org/entity/Q470735,The Dirty Dozen,Movie
4992,http://www.wikidata.org/entity/Q1131815,Help!,Movie
